Acadept,Degname,Major,Acad Yr,Count of OSIR
PSPA,MPA,Public Administration-Public Financial Management (MPA),2018,7
PSPA,MPA,Public Administration-Nonprofit Management (MPA),2018,10
PSPA,MPA,Public Administration-Local Government Management (MPA),2018,37
PSPA,MPA,Public Administration-Comparative Public Service (MPA),2018,2
PSPA,MPA,Public Administration: Strategic Public Management and Leadership (MPA),2017,21
PSPA,MPA,Public Administration: Public Service Law & Management (MPA),2017,1
PSPA,MPA,Public Administration-Public Financial Management (MPA),2017,9
PSPA,MPA,Public Administration-Nonprofit Management (MPA),2017,10
PSPA,MPA,Public Administration-Local Government Management (MPA),2017,38
PSPA,MPA,Public Administration: Strategic Public Management and Leadership (MPA),2016,30
PSPA,MPA,Public Administration-Public Financial Management (MPA),2016,9
PSPA,MPA,Public Administration-Nonprofit Management (MPA),2016,8
PSPA,MPA,Public Administration-Local Government Management (MPA),2016,44
PSPA,MPA,Public Administration-Comparative Public Service (MPA),2016,1
PSPA,MPA,Public Administration: Strategic Public Management and Leadership (MPA),2015,25
PSPA,MPA,Public Administration-Public Financial Management (MPA),2015,10
PSPA,MPA,Public Administration-Nonprofit Management (MPA),2015,8
PSPA,MPA,Public Administration-Local Government Management (MPA),2015,26
PSYC,BA,Psychology (BA),2024,554
PSYC,BA,Psychology (BA),2023,559
PSYC,BA,Psychology (BA),2022,548
PSYC,BA/BS,Psychology (BS),2021,265
PSYC,BA/BS,Psychology (BA),2021,539
PSYC,BA/BS,Psychology (BS),2020,247
PSYC,BA/BS,Psychology (BA),2020,512
PSYC,BA/BS,Psychology (BS),2019,215
PSYC,BA/BS,Psychology (BA),2019,452
PSYC,BA/BS,Psychology (BS),2018,228
PSYC,BA/BS,Psychology (BA),2018,412
PSYC,BA/BS,Psychology (BS),2017,250
PSYC,BA/BS,Psychology (BA),2017,442
PSYC,BA/BS,Psychology (BS),2016,267
PSYC,BA/BS,Psychology (BA),2016,475
PSYC,BA/BS,Psychology (BS),2015,254
PSYC,BA/BS,Psychology (BA),2015,493
PSYC,BS,Psychology (BS),2024,313
PSYC,BS,Psychology (BS),2023,298
PSYC,BS,Psychology (BS),2022,300
PSYC,MA,Psychology (MA),2024,46
PSYC,MA,Psychology (MA),2023,52
PSYC,MA,Psychology (MA),2022,44
PSYC,MA,Psychology (MA),2021,40
PSYC,MA,Psychology (MA),2020,47
PSYC,MA,Psychology (MA),2019,50
PSYC,MA,Psychology (MA),2018,62
PSYC,MA,Psychology (MA),2017,54
PSYC,MA,Psychology (MA),2016,52
PSYC,MA,Psychology (MA),2015,49
PSYC,PHD,Psychology (PHD),2024,51
PSYC,PHD,Psychology (PHD),2023,44
PSYC,PHD,Psychology (PHD),2022,55
PSYC,PHD,Psychology (PHD),2021,55
PSYC,PHD,Psychology (PHD),2020,52
PSYC,PHD,Psychology (PHD),2019,51
PSYC,PHD,Psychology (PHD),2018,39
PSYC,PHD,Psychology (PHD),2017,53
PSYC,PHD,Psychology (PHD),2016,63
PSYC,PHD,Psychology (PHD),2015,71
PSYC,SSP,School Psychology (SSP),2024,22
PSYC,SSP,School Psychology (SSP),2023,9
PSYC,SSP,School Psychology (SSP),2022,2
PSYC,SSP,School Psychology (SSP),2021,4
SOCI,BA,Sociology: General Sociology (BA),2024,45
SOCI,BA,Sociology: Criminology (BA),2024,104
SOCI,BA,Sociology (BA),2024,2
SOCI,BA,Sociology: General Sociology (BA),2023,45
SOCI,BA,Sociology: Criminology (BA),2023,88
SOCI,BA,Sociology (BA),2023,14
SOCI,BA,Sociology: General Sociology (BA),2022,39
SOCI,BA,Sociology: Criminology (BA),2022,68
SOCI,BA,Sociology (BA),2022,43
SOCI,BA,Sociology: General Sociology (BA),2021,19
SOCI,BA,Sociology: Criminology (BA),2021,23
SOCI,BA/BS,Sociology (BS),2021,16
SOCI,BA/BS,Sociology (BA),2021,124
SOCI,BA/BS,Sociology (BS),2020,37
SOCI,BA/BS,Sociology (BA),2020,181
SOCI,BA/BS,Sociology (BS),2019,31
SOCI,BA/BS,Sociology (BA),2019,168
SOCI,BA/BS,Sociology (BS),2018,52
SOCI,BA/BS,Sociology (BA),2018,191
SOCI,BA/BS,Sociology (BS),2017,46
SOCI,BA/BS,Sociology (BA),2017,194
SOCI,BA/BS,Sociology (BS),2016,47
SOCI,BA/BS,Sociology (BA),2016,192
SOCI,BA/BS,Sociology (BS),2015,21
SOCI,BA/BS,Sociology (BA),2015,80
SOCI,BS,Sociology: General Sociology (BS),2024,8
SOCI,BS,Sociology: Criminology (BS),2024,45
SOCI,BS,Sociology: General Sociology (BS),2023,10
SOCI,BS,Sociology: Criminology (BS),2023,36
SOCI,BS,Sociology (BS),2023,2
SOCI,BS,Sociology: General Sociology (BS),2022,7
SOCI,BS,Sociology: Criminology (BS),2022,28
SOCI,BS,Sociology (BS),2022,5
SOCI,BS,Sociology: General Sociology (BS),2021,4
SOCI,BS,Sociology: Criminology (BS),2021,3
SOCI,MA,Sociology (MA),2024,14
SOCI,MA,Sociology - Criminology (MA),2024,1
SOCI,MA,Sociology (MA),2023,4
SOCI,MA,Sociology - Criminology (MA),2023,5
SOCI,MA,Sociology (MA),2022,3
SOCI,MA,Sociology - Criminology (MA),2022,6
SOCI,MA,Sociology (MA),2021,8
SOCI,MA,Sociology - Criminology (MA),2021,5
SOCI,MA,Sociology (MA),2020,12
SOCI,MA,Sociology - Criminology (MA),2020,8
SOCI,MA,Sociology (MA),2019,7
SOCI,MA,Sociology - Criminology (MA),2019,11
SOCI,MA,Sociology (MA),2018,8
SOCI,MA,Sociology - Criminology (MA),2018,4
SOCI,MA,Sociology (MA),2017,11
SOCI,MA,Sociology - Criminology (MA),2017,4
SOCI,MA,Sociology (MA),2016,10
SOCI,MA,Sociology - Criminology (MA),2016,6
SOCI,MA,Sociology (MA),2015,13
SOCI,MA,Sociology - Criminology (MA),2015,3
SOCI,NA,Pre-Sociology (NA),2018,1
SOCI,NA,Pre-Sociology (NA),2017,8
SOCI,NA,Pre-Sociology (NA),2016,36
SOCI,NA,Pre-Sociology (NA),2015,164
SPGA,BS,Public Service Leadership (BS),2024,16
SPGA,BS,Public Service Leadership (BS),2023,11
SPGA,BS,Public Service Leadership (BS),2022,5
SPGA,BS,Public Service Leadership (BS),2021,1
SPGA,BS,Public Service Leadership (BS),2020,4
SPGA,BS,Public Service Leadership (BS),2019,3
SPGA,BS,Public Service Leadership (BS),2018,5
SPGA,BS,Public Service Leadership (BS),2017,5
SPGA,BS,Public Service Leadership (BS),2016,6
SPGA,BS,Public Service Leadership (BS),2015,9
STAT,BS,Statistics (BS),2024,22
STAT,BS,Actuarial Science (BS),2024,15
STAT,BS,Statistics (BS),2023,21
STAT,BS,Actuarial Science (BS),2023,12
STAT,BS,Statistics (BS),2022,19
STAT,BS,Actuarial Science (BS),2022,17
STAT,BS,Statistics (BS),2021,24
STAT,BS,Actuarial Science (BS),2021,20
STAT,BS,Statistics (BS),2020,33
STAT,BS,Actuarial Science (BS),2020,22
STAT,BS,Actuarial Science (BS),2019,34
STAT,BS,Actuarial Science (BS),2018,39
STAT,BS,Actuarial Science (BS),2017,41
STAT,BS,Actuarial Science (BS),2016,41
STAT,BS,Actuarial Science (BS),2015,40
STAT,MS,Statistics (MS),2024,6
STAT,MS,Statistics (MS),2023,8
STAT,MS,Statistics (MS),2022,6
STAT,MS,Statistics (MS),2021,10
STAT,MS,Statistics (MS),2020,15
STAT,MS,Statistics (MS),2019,19
STAT,MS,Statistics (MS),2018,21
STAT,MS,Statistics (MS),2017,18
STAT,MS,Statistics (MS),2016,25
STAT,MS,Statistics (MS),2015,26
WGSS,BA,"Women, Gender, and Sexuality Studies (BA)",2024,3
WGSS,BA,"Women, Gender, and Sexuality Studies (BA)",2023,1
WGSS,BA,"Women, Gender, and Sexuality Studies (BA)",2022,1
WGSS,BA,"Women, Gender, and Sexuality Studies (BA)",2021,2
WGSS,BS,"Women, Gender, and Sexuality Studies (BS)",2024,1
WGSS,BS,"Women, Gender, and Sexuality Studies (BS)",2022,2
WGSS,BS,"Women, Gender, and Sexuality Studies (BS)",2021,1
